period,red1,red2,red3,red4,red5,red6,blue,red_numbers,full_number,red_sum
2023023,5,8,10,15,24,25,9,5 8 10 15 24 25,5 8 10 15 24 25 + 9,87
2023024,3,6,9,17,27,28,3,3 6 9 17 27 28,3 6 9 17 27 28 + 3,90
2023025,4,16,20,21,31,32,14,4 16 20 21 31 32,4 16 20 21 31 32 + 14,124
2023026,1,18,26,30,31,33,3,1 18 26 30 31 33,1 18 26 30 31 33 + 3,139
2023027,8,10,22,27,32,33,8,8 10 22 27 32 33,8 10 22 27 32 33 + 8,132
2023028,5,7,10,17,20,22,14,5 7 10 17 20 22,5 7 10 17 20 22 + 14,81
2023029,3,7,12,24,28,33,8,3 7 12 24 28 33,3 7 12 24 28 33 + 8,107
2023030,2,3,7,16,30,31,6,2 3 7 16 30 31,2 3 7 16 30 31 + 6,89
2023031,7,14,27,29,31,33,5,7 14 27 29 31 33,7 14 27 29 31 33 + 5,141
2023032,6,19,20,26,28,33,1,6 19 20 26 28 33,6 19 20 26 28 33 + 1,132
2023033,8,9,13,23,24,26,5,8 9 13 23 24 26,8 9 13 23 24 26 + 5,103
2023034,2,3,9,11,12,17,15,2 3 9 11 12 17,2 3 9 11 12 17 + 15,54
2023035,1,4,9,10,20,33,6,1 4 9 10 20 33,1 4 9 10 20 33 + 6,77
2023036,13,14,18,19,24,30,9,13 14 18 19 24 30,13 14 18 19 24 30 + 9,118
2023037,8,23,25,26,29,31,12,8 23 25 26 29 31,8 23 25 26 29 31 + 12,142
2023038,2,9,14,17,31,33,8,2 9 14 17 31 33,2 9 14 17 31 33 + 8,106
2023039,2,3,9,13,19,28,9,2 3 9 13 19 28,2 3 9 13 19 28 + 9,74
2023040,9,16,17,24,29,31,8,9 16 17 24 29 31,9 16 17 24 29 31 + 8,126
2023041,1,6,12,13,15,24,6,1 6 12 13 15 24,1 6 12 13 15 24 + 6,71
2023042,10,17,20,23,27,30,10,10 17 20 23 27 30,10 17 20 23 27 30 + 10,127
2023043,5,8,12,20,24,28,10,5 8 12 20 24 28,5 8 12 20 24 28 + 10,97
2023044,2,8,15,22,24,26,16,2 8 15 22 24 26,2 8 15 22 24 26 + 16,97
2023045,3,6,12,21,27,28,4,3 6 12 21 27 28,3 6 12 21 27 28 + 4,97
2023046,6,8,17,25,26,28,3,6 8 17 25 26 28,6 8 17 25 26 28 + 3,110
2023047,5,7,14,23,31,33,7,5 7 14 23 31 33,5 7 14 23 31 33 + 7,113
2023048,2,3,10,24,28,30,8,2 3 10 24 28 30,2 3 10 24 28 30 + 8,97
2023049,5,7,14,23,25,27,2,5 7 14 23 25 27,5 7 14 23 25 27 + 2,101
2023050,2,7,9,14,22,23,5,2 7 9 14 22 23,2 7 9 14 22 23 + 5,77
2023051,22,26,29,30,32,33,14,22 26 29 30 32 33,22 26 29 30 32 33 + 14,172
2023052,3,4,5,8,12,17,6,3 4 5 8 12 17,3 4 5 8 12 17 + 6,49
2023053,1,7,14,20,27,30,15,1 7 14 20 27 30,1 7 14 20 27 30 + 15,99
2023054,5,6,9,10,15,26,12,5 6 9 10 15 26,5 6 9 10 15 26 + 12,71
2023055,3,4,20,23,27,32,13,3 4 20 23 27 32,3 4 20 23 27 32 + 13,109
2023056,8,14,15,18,23,33,8,8 14 15 18 23 33,8 14 15 18 23 33 + 8,111
2023057,2,5,10,17,24,32,3,2 5 10 17 24 32,2 5 10 17 24 32 + 3,90
2023058,10,17,22,26,30,33,11,10 17 22 26 30 33,10 17 22 26 30 33 + 11,138
2023059,2,6,13,22,27,32,6,2 6 13 22 27 32,2 6 13 22 27 32 + 6,102
2023060,9,11,17,19,30,31,11,9 11 17 19 30 31,9 11 17 19 30 31 + 11,117
2023061,1,4,6,11,12,22,15,1 4 6 11 12 22,1 4 6 11 12 22 + 15,56
2023062,11,19,23,24,26,33,15,11 19 23 24 26 33,11 19 23 24 26 33 + 15,136
2023063,4,8,17,20,22,27,13,4 8 17 20 22 27,4 8 17 20 22 27 + 13,98
2023064,1,7,11,12,16,18,4,1 7 11 12 16 18,1 7 11 12 16 18 + 4,65
2023065,2,14,17,20,26,33,14,2 14 17 20 26 33,2 14 17 20 26 33 + 14,112
2023066,2,7,8,10,26,31,6,2 7 8 10 26 31,2 7 8 10 26 31 + 6,84
2023067,1,3,12,19,28,32,14,1 3 12 19 28 32,1 3 12 19 28 32 + 14,95
2023068,11,12,15,18,29,33,2,11 12 15 18 29 33,11 12 15 18 29 33 + 2,118
2023069,12,14,17,20,21,26,2,12 14 17 20 21 26,12 14 17 20 21 26 + 2,110
2023070,3,5,25,31,32,33,4,3 5 25 31 32 33,3 5 25 31 32 33 + 4,129
2023071,5,12,15,19,24,26,6,5 12 15 19 24 26,5 12 15 19 24 26 + 6,101
2023072,2,6,10,24,25,33,9,2 6 10 24 25 33,2 6 10 24 25 33 + 9,100
2023073,1,3,15,16,25,32,10,1 3 15 16 25 32,1 3 15 16 25 32 + 10,92
2023074,2,8,9,18,19,21,3,2 8 9 18 19 21,2 8 9 18 19 21 + 3,77
2023075,13,15,24,28,30,31,1,13 15 24 28 30 31,13 15 24 28 30 31 + 1,141
2023076,3,4,15,18,19,22,9,3 4 15 18 19 22,3 4 15 18 19 22 + 9,81
2023077,7,9,14,22,26,27,1,7 9 14 22 26 27,7 9 14 22 26 27 + 1,105
2023078,6,8,14,19,30,31,8,6 8 14 19 30 31,6 8 14 19 30 31 + 8,108
2023079,5,6,9,12,21,22,7,5 6 9 12 21 22,5 6 9 12 21 22 + 7,75
2023080,1,2,4,9,25,31,8,1 2 4 9 25 31,1 2 4 9 25 31 + 8,72
2023081,1,11,15,16,22,31,15,1 11 15 16 22 31,1 11 15 16 22 31 + 15,96
2023082,4,18,19,24,27,30,16,4 18 19 24 27 30,4 18 19 24 27 30 + 16,122
2023083,7,10,12,16,17,30,12,7 10 12 16 17 30,7 10 12 16 17 30 + 12,92
2023084,9,13,14,17,19,27,3,9 13 14 17 19 27,9 13 14 17 19 27 + 3,99
2023085,11,18,23,24,31,33,13,11 18 23 24 31 33,11 18 23 24 31 33 + 13,140
2023086,8,9,10,22,26,32,12,8 9 10 22 26 32,8 9 10 22 26 32 + 12,107
2023087,2,9,15,17,28,33,1,2 9 15 17 28 33,2 9 15 17 28 33 + 1,104
2023088,1,14,18,26,31,33,5,1 14 18 26 31 33,1 14 18 26 31 33 + 5,123
2023089,8,13,15,27,28,31,11,8 13 15 27 28 31,8 13 15 27 28 31 + 11,122
2023090,1,2,9,26,30,31,7,1 2 9 26 30 31,1 2 9 26 30 31 + 7,99
2023091,16,20,22,26,30,32,16,16 20 22 26 30 32,16 20 22 26 30 32 + 16,146
2023092,3,12,24,25,32,33,13,3 12 24 25 32 33,3 12 24 25 32 33 + 13,129
2023093,10,21,24,25,27,32,7,10 21 24 25 27 32,10 21 24 25 27 32 + 7,139
2023094,6,10,12,14,30,31,12,6 10 12 14 30 31,6 10 12 14 30 31 + 12,103
2023095,3,8,16,17,22,26,11,3 8 16 17 22 26,3 8 16 17 22 26 + 11,92
2023096,8,11,18,26,31,32,15,8 11 18 26 31 32,8 11 18 26 31 32 + 15,126
2023097,1,9,14,19,29,30,15,1 9 14 19 29 30,1 9 14 19 29 30 + 15,102
2023098,2,10,11,14,21,27,11,2 10 11 14 21 27,2 10 11 14 21 27 + 11,85
2023099,9,11,14,19,27,33,5,9 11 14 19 27 33,9 11 14 19 27 33 + 5,113
2023100,5,6,12,15,23,25,4,5 6 12 15 23 25,5 6 12 15 23 25 + 4,86
2023101,1,5,9,15,18,26,4,1 5 9 15 18 26,1 5 9 15 18 26 + 4,74
2023102,1,9,10,13,21,28,10,1 9 10 13 21 28,1 9 10 13 21 28 + 10,82
2023103,5,6,13,24,25,29,15,5 6 13 24 25 29,5 6 13 24 25 29 + 15,102
2023104,10,19,23,25,30,31,12,10 19 23 25 30 31,10 19 23 25 30 31 + 12,138
2023105,1,3,5,26,30,32,16,1 3 5 26 30 32,1 3 5 26 30 32 + 16,97
2023106,7,9,10,20,22,24,7,7 9 10 20 22 24,7 9 10 20 22 24 + 7,92
2023107,3,7,18,25,29,33,14,3 7 18 25 29 33,3 7 18 25 29 33 + 14,115
2023108,1,3,6,8,18,24,9,1 3 6 8 18 24,1 3 6 8 18 24 + 9,60
2023109,6,8,10,13,16,28,13,6 8 10 13 16 28,6 8 10 13 16 28 + 13,81
2023110,2,6,20,25,29,33,16,2 6 20 25 29 33,2 6 20 25 29 33 + 16,115
2023111,5,6,12,17,20,33,9,5 6 12 17 20 33,5 6 12 17 20 33 + 9,93
2023112,9,12,13,22,24,31,4,9 12 13 22 24 31,9 12 13 22 24 31 + 4,111
2023113,1,2,13,18,25,27,3,1 2 13 18 25 27,1 2 13 18 25 27 + 3,86
2023114,7,9,15,16,17,26,9,7 9 15 16 17 26,7 9 15 16 17 26 + 9,90
2023115,2,7,16,21,26,27,16,2 7 16 21 26 27,2 7 16 21 26 27 + 16,99
2023116,2,8,9,13,24,27,12,2 8 9 13 24 27,2 8 9 13 24 27 + 12,83
2023117,2,11,14,17,18,28,8,2 11 14 17 18 28,2 11 14 17 18 28 + 8,90
2023118,1,2,11,19,25,29,4,1 2 11 19 25 29,1 2 11 19 25 29 + 4,87
2023119,1,2,3,19,21,28,15,1 2 3 19 21 28,1 2 3 19 21 28 + 15,74
2023120,3,8,13,24,27,29,8,3 8 13 24 27 29,3 8 13 24 27 29 + 8,104
2023121,2,12,16,25,30,31,12,2 12 16 25 30 31,2 12 16 25 30 31 + 12,116
2023122,7,8,14,18,20,30,5,7 8 14 18 20 30,7 8 14 18 20 30 + 5,97
2023123,10,13,15,22,29,32,15,10 13 15 22 29 32,10 13 15 22 29 32 + 15,121
2023124,2,3,17,18,25,30,11,2 3 17 18 25 30,2 3 17 18 25 30 + 11,95
2023125,11,14,15,27,30,33,4,11 14 15 27 30 33,11 14 15 27 30 33 + 4,130
2023126,10,24,26,28,29,31,16,10 24 26 28 29 31,10 24 26 28 29 31 + 16,148
2023127,3,8,19,22,26,32,14,3 8 19 22 26 32,3 8 19 22 26 32 + 14,110
2023128,7,16,20,21,27,33,1,7 16 20 21 27 33,7 16 20 21 27 33 + 1,124
2023129,8,9,12,17,32,33,4,8 9 12 17 32 33,8 9 12 17 32 33 + 4,111
2023130,4,10,17,22,23,32,16,4 10 17 22 23 32,4 10 17 22 23 32 + 16,108
2023131,6,7,14,20,26,32,1,6 7 14 20 26 32,6 7 14 20 26 32 + 1,105
2023132,3,9,11,15,25,27,1,3 9 11 15 25 27,3 9 11 15 25 27 + 1,90
2023133,4,5,10,14,22,25,3,4 5 10 14 22 25,4 5 10 14 22 25 + 3,80
2023134,5,8,9,17,22,33,4,5 8 9 17 22 33,5 8 9 17 22 33 + 4,94
2023135,5,6,11,13,28,30,7,5 6 11 13 28 30,5 6 11 13 28 30 + 7,93
2023136,3,5,10,21,22,26,10,3 5 10 21 22 26,3 5 10 21 22 26 + 10,87
2023137,3,12,17,19,23,27,11,3 12 17 19 23 27,3 12 17 19 23 27 + 11,101
2023138,3,22,28,30,31,33,4,3 22 28 30 31 33,3 22 28 30 31 33 + 4,147
2023139,12,14,19,21,27,31,11,12 14 19 21 27 31,12 14 19 21 27 31 + 11,124
2023140,3,4,11,14,30,31,5,3 4 11 14 30 31,3 4 11 14 30 31 + 5,93
2023141,1,8,11,12,21,23,3,1 8 11 12 21 23,1 8 11 12 21 23 + 3,76
2023142,2,8,20,21,27,33,14,2 8 20 21 27 33,2 8 20 21 27 33 + 14,111
2023143,5,7,9,16,23,30,15,5 7 9 16 23 30,5 7 9 16 23 30 + 15,90
2023144,12,16,17,22,25,27,8,12 16 17 22 25 27,12 16 17 22 25 27 + 8,119
2023145,7,10,21,22,23,24,11,7 10 21 22 23 24,7 10 21 22 23 24 + 11,107
2023146,2,3,6,11,20,32,9,2 3 6 11 20 32,2 3 6 11 20 32 + 9,74
2023147,5,6,14,16,19,32,12,5 6 14 16 19 32,5 6 14 16 19 32 + 12,92
2023148,3,5,7,9,19,20,8,3 5 7 9 19 20,3 5 7 9 19 20 + 8,63
2023149,2,10,19,24,26,33,15,2 10 19 24 26 33,2 10 19 24 26 33 + 15,114
2023150,10,17,25,26,30,33,5,10 17 25 26 30 33,10 17 25 26 30 33 + 5,141
2023151,1,15,16,20,25,27,5,1 15 16 20 25 27,1 15 16 20 25 27 + 5,104
2024001,3,7,16,26,27,32,16,3 7 16 26 27 32,3 7 16 26 27 32 + 16,111
2024002,4,9,10,17,19,20,9,4 9 10 17 19 20,4 9 10 17 19 20 + 9,79
2024003,1,5,8,13,32,33,3,1 5 8 13 32 33,1 5 8 13 32 33 + 3,92
2024004,9,13,17,18,21,27,4,9 13 17 18 21 27,9 13 17 18 21 27 + 4,105
2024005,5,6,20,23,25,32,3,5 6 20 23 25 32,5 6 20 23 25 32 + 3,111
2024006,7,18,20,21,26,32,5,7 18 20 21 26 32,7 18 20 21 26 32 + 5,124
2024007,4,5,6,7,20,22,15,4 5 6 7 20 22,4 5 6 7 20 22 + 15,64
2024008,8,20,21,23,27,30,13,8 20 21 23 27 30,8 20 21 23 27 30 + 13,129
2024009,1,4,7,10,17,23,14,1 4 7 10 17 23,1 4 7 10 17 23 + 14,62
2024010,11,16,20,21,23,24,4,11 16 20 21 23 24,11 16 20 21 23 24 + 4,115
2024011,8,12,16,20,27,31,6,8 12 16 20 27 31,8 12 16 20 27 31 + 6,114
2024012,1,3,7,18,22,28,15,1 3 7 18 22 28,1 3 7 18 22 28 + 15,79
2024013,1,7,10,14,21,25,7,1 7 10 14 21 25,1 7 10 14 21 25 + 7,78
2024014,1,2,10,22,24,25,13,1 2 10 22 24 25,1 2 10 22 24 25 + 13,84
2024015,3,8,17,18,20,30,15,3 8 17 18 20 30,3 8 17 18 20 30 + 15,96
2024016,7,12,20,24,32,33,4,7 12 20 24 32 33,7 12 20 24 32 33 + 4,128
2024017,4,17,19,20,25,32,4,4 17 19 20 25 32,4 17 19 20 25 32 + 4,117
2024018,6,15,17,24,28,29,16,6 15 17 24 28 29,6 15 17 24 28 29 + 16,119
2024019,5,11,12,16,17,20,8,5 11 12 16 17 20,5 11 12 16 17 20 + 8,81
2024020,3,8,12,14,17,33,8,3 8 12 14 17 33,3 8 12 14 17 33 + 8,87
2024021,4,6,16,17,23,24,11,4 6 16 17 23 24,4 6 16 17 23 24 + 11,90
2024022,2,9,11,14,18,26,6,2 9 11 14 18 26,2 9 11 14 18 26 + 6,80
2024023,1,10,22,25,28,32,10,1 10 22 25 28 32,1 10 22 25 28 32 + 10,118
2024024,3,7,21,24,26,30,10,3 7 21 24 26 30,3 7 21 24 26 30 + 10,111
2024025,8,15,21,22,25,33,13,8 15 21 22 25 33,8 15 21 22 25 33 + 13,124
2024026,4,7,18,19,20,25,6,4 7 18 19 20 25,4 7 18 19 20 25 + 6,93
2024027,2,6,13,27,28,32,13,2 6 13 27 28 32,2 6 13 27 28 32 + 13,108
2024028,3,7,8,11,18,19,5,3 7 8 11 18 19,3 7 8 11 18 19 + 5,66
2024029,12,18,23,25,28,33,4,12 18 23 25 28 33,12 18 23 25 28 33 + 4,139
2024030,1,8,22,25,29,33,10,1 8 22 25 29 33,1 8 22 25 29 33 + 10,118
2024031,9,10,13,25,30,32,2,9 10 13 25 30 32,9 10 13 25 30 32 + 2,119
2024032,1,3,4,11,12,21,16,1 3 4 11 12 21,1 3 4 11 12 21 + 16,52
2024033,6,10,11,18,20,32,5,6 10 11 18 20 32,6 10 11 18 20 32 + 5,97
2024034,2,9,12,19,21,31,4,2 9 12 19 21 31,2 9 12 19 21 31 + 4,94
2024035,5,7,14,17,22,32,6,5 7 14 17 22 32,5 7 14 17 22 32 + 6,97
2024036,2,8,9,12,21,31,2,2 8 9 12 21 31,2 8 9 12 21 31 + 2,83
2024037,1,4,5,6,12,14,13,1 4 5 6 12 14,1 4 5 6 12 14 + 13,42
2024038,8,10,18,23,27,31,2,8 10 18 23 27 31,8 10 18 23 27 31 + 2,117
2024039,2,6,12,29,30,31,10,2 6 12 29 30 31,2 6 12 29 30 31 + 10,110
2024040,11,14,18,19,23,26,2,11 14 18 19 23 26,11 14 18 19 23 26 + 2,111
2024041,2,9,12,22,25,33,16,2 9 12 22 25 33,2 9 12 22 25 33 + 16,103
2024042,2,4,5,14,26,32,14,2 4 5 14 26 32,2 4 5 14 26 32 + 14,83
2024043,4,6,7,14,15,24,8,4 6 7 14 15 24,4 6 7 14 15 24 + 8,70
2024044,2,6,17,25,32,33,6,2 6 17 25 32 33,2 6 17 25 32 33 + 6,115
2024045,2,8,19,23,24,26,3,2 8 19 23 24 26,2 8 19 23 24 26 + 3,102
2024046,2,6,10,11,17,29,15,2 6 10 11 17 29,2 6 10 11 17 29 + 15,75
2024047,7,8,21,26,29,30,15,7 8 21 26 29 30,7 8 21 26 29 30 + 15,121
2024048,2,9,15,19,26,28,2,2 9 15 19 26 28,2 9 15 19 26 28 + 2,99
2024049,12,15,17,23,26,32,11,12 15 17 23 26 32,12 15 17 23 26 32 + 11,125
2024050,1,3,7,10,22,33,2,1 3 7 10 22 33,1 3 7 10 22 33 + 2,76
2024051,5,9,13,20,23,28,6,5 9 13 20 23 28,5 9 13 20 23 28 + 6,98
2024052,7,10,11,15,17,21,3,7 10 11 15 17 21,7 10 11 15 17 21 + 3,81
2024053,7,14,21,22,28,33,7,7 14 21 22 28 33,7 14 21 22 28 33 + 7,125
2024054,8,13,20,25,31,32,3,8 13 20 25 31 32,8 13 20 25 31 32 + 3,129
2024055,2,4,6,7,16,29,3,2 4 6 7 16 29,2 4 6 7 16 29 + 3,64
2024056,5,18,20,24,25,26,6,5 18 20 24 25 26,5 18 20 24 25 26 + 6,118
2024057,3,8,17,18,23,31,8,3 8 17 18 23 31,3 8 17 18 23 31 + 8,100
2024058,8,12,13,17,27,29,13,8 12 13 17 27 29,8 12 13 17 27 29 + 13,106
2024059,1,3,14,25,31,33,7,1 3 14 25 31 33,1 3 14 25 31 33 + 7,107
2024060,1,2,6,10,22,28,15,1 2 6 10 22 28,1 2 6 10 22 28 + 15,69
2024061,1,9,18,22,25,28,2,1 9 18 22 25 28,1 9 18 22 25 28 + 2,103
2024062,1,7,10,16,18,27,16,1 7 10 16 18 27,1 7 10 16 18 27 + 16,79
2024063,7,14,16,23,28,32,4,7 14 16 23 28 32,7 14 16 23 28 32 + 4,120
2024064,6,8,17,18,28,30,5,6 8 17 18 28 30,6 8 17 18 28 30 + 5,107
2024065,3,5,9,10,19,22,14,3 5 9 10 19 22,3 5 9 10 19 22 + 14,68
2024066,8,9,12,22,26,32,13,8 9 12 22 26 32,8 9 12 22 26 32 + 13,109
2024067,1,11,13,17,25,29,3,1 11 13 17 25 29,1 11 13 17 25 29 + 3,96
2024068,1,2,7,19,20,21,1,1 2 7 19 20 21,1 2 7 19 20 21 + 1,70
2024069,6,13,20,21,24,32,6,6 13 20 21 24 32,6 13 20 21 24 32 + 6,116
2024070,4,13,18,20,22,28,5,4 13 18 20 22 28,4 13 18 20 22 28 + 5,105
2024071,2,8,19,28,30,31,14,2 8 19 28 30 31,2 8 19 28 30 31 + 14,118
2024072,1,14,20,21,23,27,6,1 14 20 21 23 27,1 14 20 21 23 27 + 6,106
2024073,3,9,12,18,28,30,1,3 9 12 18 28 30,3 9 12 18 28 30 + 1,100
2024074,7,8,10,22,24,32,7,7 8 10 22 24 32,7 8 10 22 24 32 + 7,103
2024075,3,5,8,18,22,28,1,3 5 8 18 22 28,3 5 8 18 22 28 + 1,84
2024076,3,22,24,27,29,32,15,3 22 24 27 29 32,3 22 24 27 29 32 + 15,137
2024077,1,4,6,14,17,22,8,1 4 6 14 17 22,1 4 6 14 17 22 + 8,64
2024078,5,9,14,21,22,26,12,5 9 14 21 22 26,5 9 14 21 22 26 + 12,97
2024079,2,3,6,7,16,26,4,2 3 6 7 16 26,2 3 6 7 16 26 + 4,60
2024080,6,11,12,27,29,30,13,6 11 12 27 29 30,6 11 12 27 29 30 + 13,115
2024081,1,6,12,17,23,25,4,1 6 12 17 23 25,1 6 12 17 23 25 + 4,84
2024082,1,2,13,16,17,29,16,1 2 13 16 17 29,1 2 13 16 17 29 + 16,78
2024083,3,9,14,29,32,33,15,3 9 14 29 32 33,3 9 14 29 32 33 + 15,120
2024084,1,8,10,13,19,29,13,1 8 10 13 19 29,1 8 10 13 19 29 + 13,80
2024085,1,5,15,21,23,27,15,1 5 15 21 23 27,1 5 15 21 23 27 + 15,92
2024086,17,19,20,23,25,31,2,17 19 20 23 25 31,17 19 20 23 25 31 + 2,135
2024087,3,9,18,19,20,26,11,3 9 18 19 20 26,3 9 18 19 20 26 + 11,95
2024088,3,8,10,17,30,32,10,3 8 10 17 30 32,3 8 10 17 30 32 + 10,100
2024089,3,6,9,15,18,31,1,3 6 9 15 18 31,3 6 9 15 18 31 + 1,82
2024090,7,11,17,24,31,32,12,7 11 17 24 31 32,7 11 17 24 31 32 + 12,122
2024091,13,15,16,19,20,24,10,13 15 16 19 20 24,13 15 16 19 20 24 + 10,107
2024092,3,8,11,12,18,29,5,3 8 11 12 18 29,3 8 11 12 18 29 + 5,81
2024093,1,5,7,11,12,15,12,1 5 7 11 12 15,1 5 7 11 12 15 + 12,51
2024094,6,13,17,22,25,27,9,6 13 17 22 25 27,6 13 17 22 25 27 + 9,110
2024095,4,6,9,14,16,21,3,4 6 9 14 16 21,4 6 9 14 16 21 + 3,70
2024096,2,4,14,18,23,27,13,2 4 14 18 23 27,2 4 14 18 23 27 + 13,88
2024097,4,10,12,13,18,30,3,4 10 12 13 18 30,4 10 12 13 18 30 + 3,87
2024098,3,8,10,20,30,31,2,3 8 10 20 30 31,3 8 10 20 30 31 + 2,102
2024099,4,12,17,24,26,27,16,4 12 17 24 26 27,4 12 17 24 26 27 + 16,110
2024100,13,14,19,20,27,30,5,13 14 19 20 27 30,13 14 19 20 27 30 + 5,123
2024101,8,12,15,17,19,30,8,8 12 15 17 19 30,8 12 15 17 19 30 + 8,101
2024102,9,15,18,21,22,25,1,9 15 18 21 22 25,9 15 18 21 22 25 + 1,110
2024103,12,21,23,27,32,33,15,12 21 23 27 32 33,12 21 23 27 32 33 + 15,148
2024104,5,16,23,24,26,29,4,5 16 23 24 26 29,5 16 23 24 26 29 + 4,123
2024105,2,5,17,19,29,33,4,2 5 17 19 29 33,2 5 17 19 29 33 + 4,105
2024106,3,8,11,22,31,33,4,3 8 11 22 31 33,3 8 11 22 31 33 + 4,108
2024107,1,6,8,13,17,19,9,1 6 8 13 17 19,1 6 8 13 17 19 + 9,64
2024108,1,8,9,23,24,30,8,1 8 9 23 24 30,1 8 9 23 24 30 + 8,95
2024109,3,4,24,28,29,33,9,3 4 24 28 29 33,3 4 24 28 29 33 + 9,121
2024110,4,13,17,23,25,33,14,4 13 17 23 25 33,4 13 17 23 25 33 + 14,115
2024111,1,4,11,12,22,30,16,1 4 11 12 22 30,1 4 11 12 22 30 + 16,80
2024112,8,11,16,25,29,32,3,8 11 16 25 29 32,8 11 16 25 29 32 + 3,121
2024113,4,5,23,24,26,31,11,4 5 23 24 26 31,4 5 23 24 26 31 + 11,113
2024114,7,11,18,24,27,32,4,7 11 18 24 27 32,7 11 18 24 27 32 + 4,119
2024115,3,10,11,19,27,28,7,3 10 11 19 27 28,3 10 11 19 27 28 + 7,98
2024116,1,15,20,22,31,32,3,1 15 20 22 31 32,1 15 20 22 31 32 + 3,121
2024117,3,12,14,16,29,32,12,3 12 14 16 29 32,3 12 14 16 29 32 + 12,106
2024118,2,3,4,6,11,15,14,2 3 4 6 11 15,2 3 4 6 11 15 + 14,41
2024119,2,9,26,27,31,32,14,2 9 26 27 31 32,2 9 26 27 31 32 + 14,127
2024120,1,5,7,11,18,19,7,1 5 7 11 18 19,1 5 7 11 18 19 + 7,61
2024121,1,7,10,13,27,33,3,1 7 10 13 27 33,1 7 10 13 27 33 + 3,91
2024122,5,7,9,16,17,29,15,5 7 9 16 17 29,5 7 9 16 17 29 + 15,83
2024123,2,15,22,26,30,33,4,2 15 22 26 30 33,2 15 22 26 30 33 + 4,128
2024124,2,14,15,17,25,30,11,2 14 15 17 25 30,2 14 15 17 25 30 + 11,103
2024125,1,4,13,18,26,30,3,1 4 13 18 26 30,1 4 13 18 26 30 + 3,92
2024126,14,18,23,24,26,33,10,14 18 23 24 26 33,14 18 23 24 26 33 + 10,138
2024127,2,5,13,20,27,32,10,2 5 13 20 27 32,2 5 13 20 27 32 + 10,99
2024128,1,8,13,18,20,26,16,1 8 13 18 20 26,1 8 13 18 20 26 + 16,86
2024129,9,10,13,19,24,32,1,9 10 13 19 24 32,9 10 13 19 24 32 + 1,107
2024130,1,8,12,17,19,24,16,1 8 12 17 19 24,1 8 12 17 19 24 + 16,81
2024131,4,5,11,15,20,32,13,4 5 11 15 20 32,4 5 11 15 20 32 + 13,87
2024132,1,4,25,27,28,33,3,1 4 25 27 28 33,1 4 25 27 28 33 + 3,118
2024133,1,11,15,27,30,33,1,1 11 15 27 30 33,1 11 15 27 30 33 + 1,117
2024134,2,4,13,16,18,20,16,2 4 13 16 18 20,2 4 13 16 18 20 + 16,73
2024135,5,11,17,18,30,31,13,5 11 17 18 30 31,5 11 17 18 30 31 + 13,112
2024136,3,11,15,21,25,26,3,3 11 15 21 25 26,3 11 15 21 25 26 + 3,101
2024137,4,9,10,19,26,27,12,4 9 10 19 26 27,4 9 10 19 26 27 + 12,95
2024138,2,7,11,21,27,28,2,2 7 11 21 27 28,2 7 11 21 27 28 + 2,96
2024139,15,16,20,22,23,29,14,15 16 20 22 23 29,15 16 20 22 23 29 + 14,125
2024140,4,7,8,17,22,26,15,4 7 8 17 22 26,4 7 8 17 22 26 + 15,84
2024141,1,2,7,15,24,29,12,1 2 7 15 24 29,1 2 7 15 24 29 + 12,78
2024142,4,6,13,21,22,25,6,4 6 13 21 22 25,4 6 13 21 22 25 + 6,91
2024143,2,5,11,22,30,33,10,2 5 11 22 30 33,2 5 11 22 30 33 + 10,103
2024144,2,9,11,17,20,30,11,2 9 11 17 20 30,2 9 11 17 20 30 + 11,89
2024145,1,3,16,22,23,30,3,1 3 16 22 23 30,1 3 16 22 23 30 + 3,95
2024146,2,4,11,22,27,32,10,2 4 11 22 27 32,2 4 11 22 27 32 + 10,98
2024147,5,11,13,16,21,30,10,5 11 13 16 21 30,5 11 13 16 21 30 + 10,96
2024148,2,6,15,16,21,23,11,2 6 15 16 21 23,2 6 15 16 21 23 + 11,83
2024149,3,9,16,17,18,22,16,3 9 16 17 18 22,3 9 16 17 18 22 + 16,85
2024150,13,14,20,22,26,32,2,13 14 20 22 26 32,13 14 20 22 26 32 + 2,127
2024151,5,10,16,19,29,32,4,5 10 16 19 29 32,5 10 16 19 29 32 + 4,111
2025001,2,3,17,18,22,33,16,2 3 17 18 22 33,2 3 17 18 22 33 + 16,95
2025002,9,12,13,15,22,26,11,9 12 13 15 22 26,9 12 13 15 22 26 + 11,97
2025003,10,19,20,26,28,29,15,10 19 20 26 28 29,10 19 20 26 28 29 + 15,132
2025004,3,7,17,27,29,32,4,3 7 17 27 29 32,3 7 17 27 29 32 + 4,115
2025005,10,16,19,27,28,30,9,10 16 19 27 28 30,10 16 19 27 28 30 + 9,130
2025006,1,7,8,17,20,22,6,1 7 8 17 20 22,1 7 8 17 20 22 + 6,75
2025007,7,8,14,18,21,27,11,7 8 14 18 21 27,7 8 14 18 21 27 + 11,95
2025008,9,14,16,17,25,33,11,9 14 16 17 25 33,9 14 16 17 25 33 + 11,114
2025009,2,4,11,12,23,25,6,2 4 11 12 23 25,2 4 11 12 23 25 + 6,77
2025010,4,6,7,16,17,21,8,4 6 7 16 17 21,4 6 7 16 17 21 + 8,71
